record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk
2103,2024-03-28 14:00:00,West,Fast,1,68.7,208.3,175.17,53.3,Low
2104,2024-03-28 15:00:00,West,Fast,8,49.2,99.26,56.4,70.4,High
2105,2024-03-28 16:00:00,East,Supercharger,18,36.2,303.05,298.88,14.9,Low
2106,2024-03-28 17:00:00,North,Supercharger,4,43.7,76.6,165.71,36.5,Medium
2107,2024-03-28 18:00:00,South,Fast,11,60.9,233.8,345.63,20.1,Low
2108,2024-03-28 19:00:00,North,Normal,21,85.8,32.23,373.29,58.7,Low
2109,2024-03-28 20:00:00,North,Supercharger,9,48.7,201.62,176.87,67.5,Low
2110,2024-03-28 21:00:00,East,Fast,9,85.1,103.25,246.22,74.1,Low
2111,2024-03-28 22:00:00,Central,Supercharger,9,80.0,202.88,451.62,76.1,Medium
2112,2024-03-28 23:00:00,East,Fast,19,87.6,274.68,167.86,33.7,High
2113,2024-03-29 00:00:00,Central,Normal,10,93.7,45.74,473.08,64.3,Low
2114,2024-03-29 01:00:00,Central,Normal,7,75.9,41.04,189.23,72.2,Low
2115,2024-03-29 02:00:00,South,Normal,11,90.5,91.86,162.56,6.8,Low
2116,2024-03-29 03:00:00,Central,Fast,20,34.3,136.66,369.31,38.3,Medium
2117,2024-03-29 04:00:00,West,Fast,9,30.3,37.58,311.64,67.9,Low
2118,2024-03-29 05:00:00,North,Normal,20,107.1,146.41,134.68,35.7,Low
2119,2024-03-29 06:00:00,West,Supercharger,20,97.1,268.92,463.99,75.6,High
2120,2024-03-29 07:00:00,Central,Fast,23,21.5,121.95,210.67,54.0,Low
2121,2024-03-29 08:00:00,East,Fast,11,46.3,106.97,92.54,70.6,Low
2122,2024-03-29 09:00:00,East,Fast,21,22.7,303.89,367.83,23.4,High
2123,2024-03-29 10:00:00,East,Fast,23,64.1,24.11,175.81,11.9,Medium
2124,2024-03-29 11:00:00,North,Fast,7,70.9,306.04,493.13,22.6,Medium
2125,2024-03-29 12:00:00,Central,Fast,12,82.7,107.79,271.3,10.6,Medium
2126,2024-03-29 13:00:00,South,Supercharger,2,74.3,318.44,394.79,80.0,Low
2127,2024-03-29 14:00:00,South,Fast,11,51.7,137.73,195.76,80.4,Low
2128,2024-03-29 15:00:00,East,Normal,11,55.7,132.61,63.38,60.1,High
2129,2024-03-29 16:00:00,West,Fast,3,25.0,257.99,439.91,48.1,Medium
2130,2024-03-29 17:00:00,East,Fast,21,24.8,58.39,94.03,68.3,Low
2131,2024-03-29 18:00:00,West,Normal,2,103.1,291.13,433.97,33.0,Low
2132,2024-03-29 19:00:00,North,Fast,15,15.7,257.88,110.09,71.5,High
2133,2024-03-29 20:00:00,South,Supercharger,8,25.9,267.98,468.15,67.1,Medium
2134,2024-03-29 21:00:00,North,Fast,21,111.2,63.44,432.61,64.1,High
2135,2024-03-29 22:00:00,West,Fast,22,67.7,223.07,352.29,60.6,Low
2136,2024-03-29 23:00:00,East,Normal,10,118.5,144.81,103.57,6.1,Medium
2137,2024-03-30 00:00:00,Central,Normal,16,60.2,18.09,186.48,53.8,Low
2138,2024-03-30 01:00:00,Central,Normal,17,82.3,24.74,402.35,72.3,Low
2139,2024-03-30 02:00:00,South,Supercharger,18,66.7,163.47,452.22,32.5,Low
2140,2024-03-30 03:00:00,Central,Normal,10,23.9,317.52,75.6,56.3,Low
2141,2024-03-30 04:00:00,North,Normal,23,65.5,261.08,475.86,57.0,Medium
2142,2024-03-30 05:00:00,Central,Fast,1,67.9,47.09,359.02,60.0,Medium
2143,2024-03-30 06:00:00,East,Supercharger,2,32.2,237.69,361.16,77.7,Low
2144,2024-03-30 07:00:00,Central,Supercharger,2,86.3,275.12,227.2,30.5,Medium
2145,2024-03-30 08:00:00,South,Fast,24,21.5,18.54,241.97,84.1,Medium
2146,2024-03-30 09:00:00,North,Normal,22,33.2,64.68,215.51,74.0,Medium
2147,2024-03-30 10:00:00,East,Fast,24,80.6,142.01,417.26,26.3,High
2148,2024-03-30 11:00:00,Central,Supercharger,15,29.7,270.38,472.2,9.5,Medium
2149,2024-03-30 12:00:00,North,Normal,20,30.0,75.5,420.01,32.2,Medium
2150,2024-03-30 13:00:00,South,Normal,21,21.3,103.48,473.38,19.6,Low
2151,2024-03-30 14:00:00,West,Supercharger,18,72.2,23.93,395.56,32.1,Medium
2152,2024-03-30 15:00:00,West,Supercharger,23,36.9,74.57,423.39,55.5,Medium
2153,2024-03-30 16:00:00,South,Fast,2,45.0,49.98,153.26,81.5,Low
2154,2024-03-30 17:00:00,South,Normal,12,23.9,123.93,208.49,44.1,Medium
2155,2024-03-30 18:00:00,West,Fast,13,52.8,287.42,489.66,68.5,Low
2156,2024-03-30 19:00:00,East,Normal,20,47.0,75.54,128.36,74.5,Medium
2157,2024-03-30 20:00:00,East,Normal,4,26.9,181.35,424.13,15.2,High
2158,2024-03-30 21:00:00,North,Normal,17,84.3,330.09,77.67,46.0,Low
2159,2024-03-30 22:00:00,North,Normal,5,51.0,29.09,203.8,50.8,Low
2160,2024-03-30 23:00:00,North,Supercharger,24,43.8,154.61,87.27,70.3,High
2161,2024-03-31 00:00:00,East,Fast,9,107.2,316.77,351.61,12.7,High
2162,2024-03-31 01:00:00,East,Fast,7,27.6,269.05,309.94,76.1,Low
2163,2024-03-31 02:00:00,West,Fast,18,80.3,271.77,402.84,38.3,High
2164,2024-03-31 03:00:00,West,Normal,12,37.2,337.88,454.14,70.8,High
2165,2024-03-31 04:00:00,East,Normal,1,69.5,170.43,250.64,41.9,High
2166,2024-03-31 05:00:00,Central,Normal,9,113.2,145.81,487.45,21.2,High
2167,2024-03-31 06:00:00,North,Supercharger,13,42.0,86.63,396.75,30.5,Low
2168,2024-03-31 07:00:00,Central,Fast,15,107.6,207.57,414.74,8.8,Low
2169,2024-03-31 08:00:00,East,Normal,18,47.2,126.97,69.3,77.8,Low
2170,2024-03-31 09:00:00,East,Normal,20,74.3,269.7,452.2,47.3,Medium
2171,2024-03-31 10:00:00,North,Fast,5,23.1,218.4,340.11,52.3,Low
2172,2024-03-31 11:00:00,Central,Normal,24,99.0,349.08,149.34,26.4,Medium
2173,2024-03-31 12:00:00,South,Normal,13,100.8,251.0,327.06,75.2,Medium
2174,2024-03-31 13:00:00,Central,Fast,19,95.2,227.73,359.03,33.6,Low
2175,2024-03-31 14:00:00,West,Supercharger,14,67.1,221.09,374.63,8.8,Low
2176,2024-03-31 15:00:00,Central,Normal,22,114.6,77.83,321.65,69.6,High
2177,2024-03-31 16:00:00,North,Fast,10,41.1,167.9,267.81,71.5,Medium
2178,2024-03-31 17:00:00,North,Fast,10,93.7,238.4,347.05,54.8,Low
2179,2024-03-31 18:00:00,South,Fast,12,99.3,169.38,184.8,34.1,Low
2180,2024-03-31 19:00:00,West,Fast,18,72.3,282.34,222.06,65.7,Low
2181,2024-03-31 20:00:00,South,Fast,8,21.3,229.14,61.49,58.1,High
2182,2024-03-31 21:00:00,East,Supercharger,23,85.4,347.86,89.7,13.1,Low
2183,2024-03-31 22:00:00,East,Normal,12,62.8,285.46,464.25,76.6,Low
2184,2024-03-31 23:00:00,East,Fast,22,107.2,262.24,383.94,41.4,Low
2185,2024-04-01 00:00:00,North,Normal,24,114.8,287.11,368.53,15.4,High
2186,2024-04-01 01:00:00,East,Normal,1,27.7,58.49,411.67,52.8,Low
2187,2024-04-01 02:00:00,South,Normal,11,87.1,146.92,457.25,7.4,Low
2188,2024-04-01 03:00:00,South,Normal,24,93.8,98.25,456.41,53.2,Medium
2189,2024-04-01 04:00:00,West,Supercharger,7,88.0,263.83,50.58,30.9,Low
2190,2024-04-01 05:00:00,North,Normal,5,18.3,206.98,171.31,36.5,Medium
2191,2024-04-01 06:00:00,North,Normal,9,93.2,257.65,337.04,43.6,Low
2192,2024-04-01 07:00:00,Central,Normal,21,28.6,190.38,450.11,21.3,Low
2193,2024-04-01 08:00:00,East,Fast,12,107.8,331.52,90.56,64.1,Low
2194,2024-04-01 09:00:00,Central,Fast,9,81.4,146.05,195.84,32.7,High
2195,2024-04-01 10:00:00,North,Fast,20,21.3,113.43,405.43,53.1,High
2196,2024-04-01 11:00:00,South,Fast,8,67.7,104.82,443.54,21.1,Low
2197,2024-04-01 12:00:00,South,Normal,19,79.8,239.48,130.89,37.5,Low
2198,2024-04-01 13:00:00,West,Fast,22,72.7,236.86,341.03,20.6,Medium
2199,2024-04-01 14:00:00,North,Fast,19,68.1,135.68,194.64,58.3,High
2200,2024-04-01 15:00:00,South,Normal,22,29.6,178.16,112.05,31.7,Medium
2201,2024-04-01 16:00:00,West,Normal,14,67.3,117.23,245.9,22.5,Low
2202,2024-04-01 17:00:00,East,Supercharger,15,73.6,244.1,151.76,66.4,Low
2203,2024-04-01 18:00:00,Central,Fast,2,25.5,192.39,213.53,30.7,Low
2204,2024-04-01 19:00:00,East,Fast,19,39.0,228.47,321.9,19.3,Low
2205,2024-04-01 20:00:00,Central,Fast,1,92.8,292.46,125.98,17.9,Low
2206,2024-04-01 21:00:00,South,Fast,15,72.5,168.27,146.0,77.3,Medium
2207,2024-04-01 22:00:00,West,Normal,11,49.7,97.28,54.25,15.3,High
2208,2024-04-01 23:00:00,East,Normal,8,22.5,194.72,405.56,77.8,Low
2209,2024-04-02 00:00:00,East,Fast,24,48.3,95.64,325.8,67.2,Low
2210,2024-04-02 01:00:00,South,Fast,6,93.0,231.69,472.9,6.4,High
2211,2024-04-02 02:00:00,West,Supercharger,2,47.1,110.95,406.54,33.4,Low
2212,2024-04-02 03:00:00,Central,Fast,21,113.7,91.05,292.65,9.8,High
2213,2024-04-02 04:00:00,West,Fast,24,40.6,293.44,322.58,60.1,Low
2214,2024-04-02 05:00:00,North,Fast,14,33.1,256.82,288.77,17.1,Medium
2215,2024-04-02 06:00:00,East,Fast,2,63.0,320.49,228.88,19.9,Low
2216,2024-04-02 07:00:00,South,Fast,15,114.6,223.91,455.16,9.5,Low
2217,2024-04-02 08:00:00,South,Supercharger,12,115.4,343.42,353.05,63.3,Low
2218,2024-04-02 09:00:00,South,Supercharger,4,51.1,198.91,315.65,31.8,Medium
2219,2024-04-02 10:00:00,North,Supercharger,23,31.6,326.87,451.76,59.9,Medium
2220,2024-04-02 11:00:00,West,Fast,13,57.4,300.53,370.14,45.7,Medium
2221,2024-04-02 12:00:00,East,Normal,8,39.5,76.08,398.1,16.3,High
2222,2024-04-02 13:00:00,East,Normal,19,116.9,273.43,257.44,75.7,Medium
2223,2024-04-02 14:00:00,North,Supercharger,6,118.7,129.94,336.8,51.9,Medium
2224,2024-04-02 15:00:00,North,Normal,6,87.0,129.3,243.67,66.5,Low
2225,2024-04-02 16:00:00,South,Normal,13,93.9,201.31,99.49,73.1,Low
2226,2024-04-02 17:00:00,West,Supercharger,21,90.9,120.82,264.57,75.4,Low
2227,2024-04-02 18:00:00,North,Normal,12,91.3,23.94,288.35,13.8,Medium
2228,2024-04-02 19:00:00,West,Fast,4,114.5,32.07,54.58,50.7,Medium
2229,2024-04-02 20:00:00,East,Normal,13,86.3,77.19,374.58,55.7,Medium
2230,2024-04-02 21:00:00,East,Fast,8,76.4,339.08,113.04,63.1,Low
2231,2024-04-02 22:00:00,East,Fast,19,46.7,166.77,247.31,16.6,Medium
2232,2024-04-02 23:00:00,Central,Normal,8,84.0,99.99,486.4,52.7,Low
2233,2024-04-03 00:00:00,South,Normal,1,111.9,331.17,235.86,11.5,Medium
2234,2024-04-03 01:00:00,North,Normal,11,33.5,228.43,374.49,19.6,Medium
2235,2024-04-03 02:00:00,South,Fast,20,119.2,223.46,201.61,18.9,Medium
2236,2024-04-03 03:00:00,North,Supercharger,19,28.9,205.42,259.1,47.6,Low
2237,2024-04-03 04:00:00,Central,Fast,4,75.4,126.36,349.38,11.2,Low
2238,2024-04-03 05:00:00,Central,Fast,22,103.6,209.0,168.34,9.4,Low
2239,2024-04-03 06:00:00,Central,Normal,7,117.1,129.78,382.74,81.2,Low
2240,2024-04-03 07:00:00,West,Normal,15,41.0,299.19,363.58,73.1,Medium
2241,2024-04-03 08:00:00,Central,Fast,8,59.5,38.71,156.92,67.5,Low
2242,2024-04-03 09:00:00,North,Fast,6,44.4,23.99,157.37,35.2,High
2243,2024-04-03 10:00:00,Central,Supercharger,12,24.5,32.58,359.74,83.3,Low
2244,2024-04-03 11:00:00,West,Fast,3,97.8,60.05,385.64,71.8,Low
2245,2024-04-03 12:00:00,West,Supercharger,10,50.4,252.36,324.4,52.8,High
2246,2024-04-03 13:00:00,Central,Fast,8,83.2,71.22,166.07,26.9,Low
2247,2024-04-03 14:00:00,South,Fast,16,27.0,71.2,236.48,34.6,Medium
2248,2024-04-03 15:00:00,South,Normal,5,32.6,24.17,433.24,10.6,High
2249,2024-04-03 16:00:00,Central,Fast,1,105.5,349.27,322.72,26.7,High
2250,2024-04-03 17:00:00,North,Normal,2,94.5,135.63,479.85,61.7,Medium
2251,2024-04-03 18:00:00,East,Normal,12,106.2,281.0,277.77,60.3,Low
2252,2024-04-03 19:00:00,Central,Normal,9,100.1,296.05,373.35,33.9,Low
2253,2024-04-03 20:00:00,South,Supercharger,20,57.9,74.17,93.41,57.3,Low
2254,2024-04-03 21:00:00,East,Fast,18,114.0,153.87,415.93,60.5,Low
2255,2024-04-03 22:00:00,South,Normal,14,56.6,257.78,106.97,54.5,Low
2256,2024-04-03 23:00:00,South,Supercharger,23,45.3,43.52,265.14,14.7,Medium
2257,2024-04-04 00:00:00,Central,Supercharger,12,42.4,237.31,471.75,7.4,Medium
2258,2024-04-04 01:00:00,North,Normal,13,82.5,108.34,149.41,61.8,High
2259,2024-04-04 02:00:00,South,Normal,14,68.6,245.52,265.85,53.3,Medium
2260,2024-04-04 03:00:00,North,Fast,3,49.7,293.31,249.9,75.4,Low
2261,2024-04-04 04:00:00,East,Supercharger,20,48.6,288.27,191.61,10.4,Medium
2262,2024-04-04 05:00:00,West,Fast,3,45.8,294.16,460.74,47.1,High
2263,2024-04-04 06:00:00,East,Supercharger,3,29.6,144.57,405.1,75.1,Medium
2264,2024-04-04 07:00:00,South,Normal,8,108.2,181.22,58.83,75.5,Low
2265,2024-04-04 08:00:00,South,Normal,9,70.0,253.1,260.61,71.6,High
2266,2024-04-04 09:00:00,North,Fast,13,113.7,265.15,490.16,53.8,High
2267,2024-04-04 10:00:00,Central,Normal,7,54.5,319.27,130.94,66.8,High
2268,2024-04-04 11:00:00,East,Fast,3,18.9,238.62,55.86,57.6,Medium
2269,2024-04-04 12:00:00,North,Supercharger,9,69.7,264.33,285.82,25.2,Low
2270,2024-04-04 13:00:00,East,Fast,15,101.2,114.53,117.25,41.0,Low
2271,2024-04-04 14:00:00,South,Fast,17,34.8,336.33,162.01,11.9,Low
2272,2024-04-04 15:00:00,South,Normal,11,101.5,133.14,489.94,71.5,Low
2273,2024-04-04 16:00:00,West,Normal,23,72.3,39.88,401.32,12.2,Low
2274,2024-04-04 17:00:00,North,Normal,18,43.4,275.28,470.97,40.5,High
2275,2024-04-04 18:00:00,Central,Fast,19,113.4,16.31,242.29,29.0,Medium
2276,2024-04-04 19:00:00,West,Supercharger,21,48.6,266.09,164.41,36.7,Low
2277,2024-04-04 20:00:00,West,Normal,16,39.0,181.89,255.06,78.1,Low
2278,2024-04-04 21:00:00,West,Normal,17,100.0,134.63,165.26,36.7,High
2279,2024-04-04 22:00:00,Central,Supercharger,11,104.9,199.08,168.97,31.3,Low
2280,2024-04-04 23:00:00,Central,Normal,10,58.9,334.98,451.76,41.6,Low
2281,2024-04-05 00:00:00,Central,Fast,20,91.2,288.63,292.1,70.1,High
2282,2024-04-05 01:00:00,West,Fast,4,63.7,283.25,267.06,72.0,Low
2283,2024-04-05 02:00:00,North,Normal,21,114.7,138.48,246.59,83.1,Medium
2284,2024-04-05 03:00:00,West,Fast,14,60.4,129.6,332.82,58.2,Low
2285,2024-04-05 04:00:00,Central,Normal,16,54.7,213.19,256.04,50.1,Low
2286,2024-04-05 05:00:00,South,Normal,16,29.0,273.09,380.55,68.8,Low
2287,2024-04-05 06:00:00,East,Normal,23,99.7,174.69,123.27,72.5,Medium
2288,2024-04-05 07:00:00,South,Fast,16,98.3,107.91,236.87,39.4,Low
2289,2024-04-05 08:00:00,South,Fast,12,50.0,52.62,389.7,50.4,Low
2290,2024-04-05 09:00:00,West,Normal,10,110.6,47.57,191.3,7.3,Low
2291,2024-04-05 10:00:00,North,Normal,24,40.6,194.42,68.43,21.3,Medium
2292,2024-04-05 11:00:00,South,Normal,4,46.7,203.57,491.9,68.6,Low
2293,2024-04-05 12:00:00,East,Supercharger,11,105.7,305.76,375.84,71.4,Low
2294,2024-04-05 13:00:00,South,Normal,15,36.4,35.46,392.3,64.4,Low
2295,2024-04-05 14:00:00,East,Normal,22,89.2,226.61,55.85,69.2,Medium
2296,2024-04-05 15:00:00,East,Normal,11,85.5,332.63,91.69,12.2,Medium
2297,2024-04-05 16:00:00,East,Fast,16,47.6,52.39,316.95,37.6,Medium
2298,2024-04-05 17:00:00,Central,Fast,8,26.5,142.23,71.25,54.2,Low
2299,2024-04-05 18:00:00,West,Fast,22,112.6,301.0,314.65,60.4,Medium
2300,2024-04-05 19:00:00,Central,Fast,16,82.6,151.32,378.3,36.1,High
2301,2024-04-05 20:00:00,South,Normal,23,94.0,36.72,222.66,26.5,Low
2302,2024-04-05 21:00:00,South,Supercharger,7,49.5,138.57,329.01,62.0,High
2303,2024-04-05 22:00:00,South,Fast,6,25.9,83.56,188.17,68.0,High
2304,2024-04-05 23:00:00,East,Normal,19,42.2,349.98,190.67,28.3,Low
2305,2024-04-06 00:00:00,East,Fast,7,42.3,211.01,69.67,9.3,Medium
2306,2024-04-06 01:00:00,North,Normal,1,20.5,166.67,309.42,82.0,Low
2307,2024-04-06 02:00:00,West,Supercharger,8,83.9,219.39,77.35,39.0,Medium
2308,2024-04-06 03:00:00,East,Supercharger,10,50.1,183.13,453.07,33.5,Medium
2309,2024-04-06 04:00:00,East,Fast,16,80.8,39.15,126.87,7.1,High
2310,2024-04-06 05:00:00,South,Normal,10,34.8,349.78,138.23,8.7,Low
2311,2024-04-06 06:00:00,East,Fast,3,53.9,238.71,347.33,74.1,Medium
2312,2024-04-06 07:00:00,East,Normal,1,20.8,319.98,208.89,62.0,Low
2313,2024-04-06 08:00:00,North,Normal,9,112.8,29.59,291.76,31.6,Low
2314,2024-04-06 09:00:00,North,Fast,20,80.4,305.56,131.66,37.8,Medium
2315,2024-04-06 10:00:00,North,Fast,5,58.7,277.27,477.26,11.4,Low
2316,2024-04-06 11:00:00,South,Supercharger,4,74.9,93.92,78.73,7.0,Low
2317,2024-04-06 12:00:00,East,Fast,22,94.5,193.03,66.39,55.4,Medium
2318,2024-04-06 13:00:00,West,Normal,19,101.2,130.2,414.37,8.2,Low
2319,2024-04-06 14:00:00,West,Fast,17,97.1,169.56,465.38,76.5,Low
2320,2024-04-06 15:00:00,South,Supercharger,21,62.0,340.83,176.77,32.0,High
2321,2024-04-06 16:00:00,North,Normal,8,67.6,92.39,211.17,22.7,High
2322,2024-04-06 17:00:00,East,Normal,8,71.2,253.53,451.35,31.4,High
2323,2024-04-06 18:00:00,Central,Fast,9,53.1,304.71,177.26,43.1,High
2324,2024-04-06 19:00:00,North,Fast,17,70.9,107.67,328.82,54.1,High
2325,2024-04-06 20:00:00,East,Fast,3,61.3,219.09,92.03,46.0,Medium
2326,2024-04-06 21:00:00,North,Fast,3,82.8,346.67,425.74,22.1,High
2327,2024-04-06 22:00:00,North,Supercharger,23,108.7,268.7,248.72,22.4,Low
2328,2024-04-06 23:00:00,Central,Fast,15,107.7,267.63,245.73,9.8,Low
2329,2024-04-07 00:00:00,East,Normal,4,88.7,21.45,244.5,55.8,Medium
2330,2024-04-07 01:00:00,Central,Supercharger,11,88.2,182.28,196.84,43.2,High
2331,2024-04-07 02:00:00,West,Supercharger,11,60.6,116.09,261.99,15.5,Low
2332,2024-04-07 03:00:00,East,Fast,17,96.6,106.53,467.42,20.9,Low
2333,2024-04-07 04:00:00,North,Fast,7,115.8,118.27,389.92,20.0,Low
2334,2024-04-07 05:00:00,Central,Supercharger,8,27.1,108.07,178.62,55.4,High
2335,2024-04-07 06:00:00,West,Normal,18,55.8,141.21,167.05,78.0,Low
2336,2024-04-07 07:00:00,North,Fast,9,116.0,193.57,466.57,69.1,Medium
2337,2024-04-07 08:00:00,South,Normal,15,16.5,107.9,377.47,54.1,Medium
2338,2024-04-07 09:00:00,East,Normal,24,69.1,42.0,479.06,71.9,Medium
2339,2024-04-07 10:00:00,South,Supercharger,10,91.0,311.5,372.42,62.0,Low
2340,2024-04-07 11:00:00,West,Fast,20,102.9,315.7,449.8,79.3,Medium
2341,2024-04-07 12:00:00,West,Normal,10,77.1,232.81,167.11,45.2,Low
2342,2024-04-07 13:00:00,North,Normal,17,29.1,222.04,318.54,38.8,Medium
2343,2024-04-07 14:00:00,West,Fast,22,24.4,340.81,84.99,66.3,Low
2344,2024-04-07 15:00:00,South,Normal,11,67.1,84.69,368.27,15.7,Low
2345,2024-04-07 16:00:00,North,Normal,21,84.4,307.04,377.98,53.9,Low
2346,2024-04-07 17:00:00,North,Supercharger,15,23.1,65.69,184.09,74.5,Low
2347,2024-04-07 18:00:00,Central,Normal,15,37.6,31.51,167.1,84.7,High
2348,2024-04-07 19:00:00,North,Fast,16,34.7,31.57,54.68,37.9,High
2349,2024-04-07 20:00:00,Central,Supercharger,14,69.7,259.1,203.68,6.1,Medium
2350,2024-04-07 21:00:00,Central,Normal,22,94.7,251.43,302.89,26.6,Low
2351,2024-04-07 22:00:00,North,Normal,10,67.8,24.43,92.36,75.7,Medium
2352,2024-04-07 23:00:00,South,Fast,4,40.5,187.34,484.97,54.8,Medium
2353,2024-04-08 00:00:00,East,Normal,23,113.5,133.15,362.8,54.2,Low
2354,2024-04-08 01:00:00,East,Supercharger,23,39.1,212.77,136.87,54.8,Low
2355,2024-04-08 02:00:00,South,Normal,3,43.5,216.84,315.07,48.8,Medium
2356,2024-04-08 03:00:00,East,Normal,17,111.7,313.13,287.71,30.3,Low
2357,2024-04-08 04:00:00,West,Fast,12,114.7,85.6,125.83,38.1,Low
2358,2024-04-08 05:00:00,East,Normal,15,56.9,262.21,289.48,15.3,Medium
2359,2024-04-08 06:00:00,West,Fast,10,53.5,189.54,233.83,30.4,Medium
2360,2024-04-08 07:00:00,West,Fast,2,51.2,147.68,94.69,30.4,Medium
2361,2024-04-08 08:00:00,West,Normal,2,15.6,249.34,251.02,16.6,Medium
2362,2024-04-08 09:00:00,North,Normal,1,20.5,108.37,253.73,67.9,Medium
2363,2024-04-08 10:00:00,East,Normal,8,25.7,60.59,457.06,55.8,High
2364,2024-04-08 11:00:00,West,Fast,5,67.5,262.75,437.17,7.6,High
2365,2024-04-08 12:00:00,Central,Fast,6,33.1,147.44,485.45,21.1,Low
2366,2024-04-08 13:00:00,East,Fast,20,15.8,153.84,334.42,76.3,Medium
2367,2024-04-08 14:00:00,West,Normal,20,82.3,135.27,254.4,36.8,Medium
2368,2024-04-08 15:00:00,South,Normal,16,48.4,139.53,314.09,84.3,Medium
2369,2024-04-08 16:00:00,West,Fast,17,70.1,95.39,53.91,50.3,Medium
2370,2024-04-08 17:00:00,South,Supercharger,16,99.8,78.21,156.51,46.3,Low
2371,2024-04-08 18:00:00,North,Normal,6,78.0,237.36,459.66,68.9,Medium
2372,2024-04-08 19:00:00,South,Normal,14,41.5,248.82,82.46,64.5,Medium
2373,2024-04-08 20:00:00,East,Normal,20,95.9,213.07,60.99,77.3,Medium
2374,2024-04-08 21:00:00,North,Fast,3,44.9,31.1,129.31,66.2,Low
2375,2024-04-08 22:00:00,North,Normal,10,102.9,339.88,407.88,27.1,Medium
2376,2024-04-08 23:00:00,East,Normal,23,48.7,298.43,305.91,45.4,High
2377,2024-04-09 00:00:00,East,Normal,9,52.6,196.1,462.73,54.7,High
2378,2024-04-09 01:00:00,West,Fast,21,60.8,316.28,453.43,60.0,Low
2379,2024-04-09 02:00:00,West,Fast,8,38.5,90.71,290.17,55.7,Low
2380,2024-04-09 03:00:00,Central,Normal,15,112.2,300.53,268.57,70.0,Low
2381,2024-04-09 04:00:00,South,Fast,12,106.5,149.76,117.95,73.3,Medium
2382,2024-04-09 05:00:00,Central,Supercharger,14,46.6,266.71,413.36,16.0,Low
2383,2024-04-09 06:00:00,South,Fast,15,74.3,347.64,366.83,40.7,Medium
2384,2024-04-09 07:00:00,North,Fast,20,74.6,313.15,61.44,75.9,Low
2385,2024-04-09 08:00:00,North,Fast,24,55.2,247.13,352.62,30.4,Low
2386,2024-04-09 09:00:00,West,Fast,22,79.4,262.1,91.67,26.1,Medium
2387,2024-04-09 10:00:00,West,Fast,16,62.3,250.99,198.3,66.5,Medium
2388,2024-04-09 11:00:00,South,Supercharger,11,37.7,216.86,199.55,37.5,Low
2389,2024-04-09 12:00:00,East,Normal,5,75.3,51.01,309.39,53.4,Low
2390,2024-04-09 13:00:00,Central,Normal,23,92.3,110.82,86.72,54.0,Low
2391,2024-04-09 14:00:00,West,Supercharger,21,90.1,52.76,121.56,14.4,Low
2392,2024-04-09 15:00:00,Central,Normal,23,63.6,334.03,208.37,80.9,Medium
2393,2024-04-09 16:00:00,Central,Normal,13,42.5,270.47,313.37,73.7,Medium
2394,2024-04-09 17:00:00,West,Normal,16,22.1,336.03,364.33,37.1,Medium
2395,2024-04-09 18:00:00,Central,Supercharger,19,105.9,178.81,168.7,14.6,High
2396,2024-04-09 19:00:00,East,Normal,24,53.2,12.76,50.09,19.9,Low
2397,2024-04-09 20:00:00,North,Fast,23,80.1,165.22,298.74,61.5,Low
2398,2024-04-09 21:00:00,North,Fast,24,28.3,215.89,95.72,58.8,Medium
2399,2024-04-09 22:00:00,North,Normal,20,23.2,280.98,256.25,23.3,Medium
2400,2024-04-09 23:00:00,North,Normal,8,97.8,190.41,310.78,45.5,Low
2401,2024-04-10 00:00:00,East,Fast,22,106.2,124.98,427.16,66.5,Low
2402,2024-04-10 01:00:00,West,Normal,8,75.4,300.83,402.45,33.2,Medium
2403,2024-04-10 02:00:00,Central,Normal,16,79.2,98.46,133.38,54.4,High
2404,2024-04-10 03:00:00,East,Fast,22,118.4,247.97,145.51,67.2,Low
2405,2024-04-10 04:00:00,East,Supercharger,2,22.8,211.19,447.16,32.4,Medium
2406,2024-04-10 05:00:00,West,Normal,3,38.2,307.82,375.73,45.7,High
2407,2024-04-10 06:00:00,West,Normal,7,59.2,129.55,433.86,80.6,Low
2408,2024-04-10 07:00:00,North,Normal,15,111.7,32.42,293.61,31.1,Medium
2409,2024-04-10 08:00:00,East,Normal,24,26.6,144.09,140.23,36.4,Low
2410,2024-04-10 09:00:00,West,Fast,16,78.4,284.59,184.48,64.0,Low
2411,2024-04-10 10:00:00,North,Supercharger,8,17.9,347.57,482.07,62.9,Low
2412,2024-04-10 11:00:00,South,Fast,4,17.7,197.01,455.41,79.9,Medium
2413,2024-04-10 12:00:00,North,Normal,22,63.2,87.53,382.22,55.1,Low
2414,2024-04-10 13:00:00,Central,Fast,15,90.2,166.02,379.89,6.7,Medium
2415,2024-04-10 14:00:00,North,Normal,18,50.0,280.06,173.36,45.1,Medium
2416,2024-04-10 15:00:00,Central,Normal,19,28.6,191.15,237.25,21.8,Low
2417,2024-04-10 16:00:00,Central,Normal,24,47.1,308.32,162.54,19.8,High
2418,2024-04-10 17:00:00,East,Supercharger,20,95.1,154.66,294.83,64.7,Low
2419,2024-04-10 18:00:00,Central,Fast,3,111.3,321.17,57.19,34.5,Low
2420,2024-04-10 19:00:00,South,Normal,7,104.9,71.55,407.85,23.6,Low
